numprocesso;ano;modalidade;numcontrato;anocontrato;orgao
1598;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7993;2024;PRESP - Paraná Esporte (Antigo IPCE)
1598;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8894;2024;PRESP - Paraná Esporte (Antigo IPCE)
1598;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8898;2024;PRESP - Paraná Esporte (Antigo IPCE)
1599;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7404;2024;UEM - Universidade Estadual de Maringá
1601;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2335;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
1601;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2338;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
1603;2024;Pregão Eletrônico (Lei Federal 14.133/2021);997;2025;UEM - Universidade Estadual de Maringá
1606;2024;Pregão Eletrônico (Lei Federal 14.133/2021);265;2025;ALEP - Assembleia Legislativa do Estado do Paraná
1607;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9339;2024;UEL - Universidade Estadual de Londrina
1607;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9341;2024;UEL - Universidade Estadual de Londrina
1611;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5556;2025;UEL - Universidade Estadual de Londrina
1611;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5558;2025;UEL - Universidade Estadual de Londrina
1611;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5559;2025;UEL - Universidade Estadual de Londrina
1611;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5560;2025;UEL - Universidade Estadual de Londrina
1611;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5561;2025;UEL - Universidade Estadual de Londrina
1611;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5562;2025;UEL - Universidade Estadual de Londrina
1611;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5563;2025;UEL - Universidade Estadual de Londrina
1611;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5564;2025;UEL - Universidade Estadual de Londrina
1618;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8639;2024;ALEP - Assembleia Legislativa do Estado do Paraná
1619;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9232;2024;UEL - Universidade Estadual de Londrina
1621;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2;2025;UEM - Universidade Estadual de Maringá
1622;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7723;2024;UEM - Universidade Estadual de Maringá
1626;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7650;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1627;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8197;2024;UENP - Universidade Estadual do Norte do Paraná
1628;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8965;2024;TCEPR - Tribunal do Contas do Estado do Paraná
1629;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9565;2024;TCEPR - Tribunal do Contas do Estado do Paraná
1630;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8990;2024;UNIOESTE HUOP - Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná
1632;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7818;2024;UEL - Universidade Estadual de Londrina
1632;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7819;2024;UEL - Universidade Estadual de Londrina
1632;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7820;2024;UEL - Universidade Estadual de Londrina
1632;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7821;2024;UEL - Universidade Estadual de Londrina
1633;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7919;2024;UEL - Universidade Estadual de Londrina
1633;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7921;2024;UEL - Universidade Estadual de Londrina
1633;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7922;2024;UEL - Universidade Estadual de Londrina
1633;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7930;2024;UEL - Universidade Estadual de Londrina
1633;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7931;2024;UEL - Universidade Estadual de Londrina
1633;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7932;2024;UEL - Universidade Estadual de Londrina
1633;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7933;2024;UEL - Universidade Estadual de Londrina
1635;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7856;2024;UEL - Universidade Estadual de Londrina
1635;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7857;2024;UEL - Universidade Estadual de Londrina
1635;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7858;2024;UEL - Universidade Estadual de Londrina
1635;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7859;2024;UEL - Universidade Estadual de Londrina
1636;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7885;2024;UENP - Universidade Estadual do Norte do Paraná
1638;2024;Pregão Eletrônico (Lei Federal 14.133/2021);146;2025;DER - Departamento de Estradas de Rodagem do Estado do Paraná
1638;2024;Pregão Eletrônico (Lei Federal 14.133/2021);147;2025;DER - Departamento de Estradas de Rodagem do Estado do Paraná
1638;2024;Pregão Eletrônico (Lei Federal 14.133/2021);148;2025;DER - Departamento de Estradas de Rodagem do Estado do Paraná
1640;2024;Pregão Eletrônico (Lei Federal 14.133/2021);493;2025;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1641;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8412;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1644;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1953;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
1644;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1989;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
1644;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1993;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
1644;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1995;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
1646;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1037;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
1648;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2082;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1648;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2083;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1648;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2084;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1648;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2176;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1649;2024;Pregão Eletrônico (Lei Federal 14.133/2021);276;2025;DER - Departamento de Estradas de Rodagem do Estado do Paraná
1649;2024;Pregão Eletrônico (Lei Federal 14.133/2021);277;2025;DER - Departamento de Estradas de Rodagem do Estado do Paraná
1650;2024;Pregão Eletrônico (Lei Federal 14.133/2021);835;2025;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
1650;2024;Pregão Eletrônico (Lei Federal 14.133/2021);836;2025;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
1650;2024;Pregão Eletrônico (Lei Federal 14.133/2021);837;2025;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
1650;2024;Pregão Eletrônico (Lei Federal 14.133/2021);839;2025;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
1650;2024;Pregão Eletrônico (Lei Federal 14.133/2021);840;2025;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
1650;2024;Pregão Eletrônico (Lei Federal 14.133/2021);841;2025;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
1650;2024;Pregão Eletrônico (Lei Federal 14.133/2021);842;2025;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
1650;2024;Pregão Eletrônico (Lei Federal 14.133/2021);843;2025;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
1650;2024;Pregão Eletrônico (Lei Federal 14.133/2021);844;2025;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
1650;2024;Pregão Eletrônico (Lei Federal 14.133/2021);845;2025;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
1653;2024;Pregão Eletrônico (Lei Federal 14.133/2021);515;2025;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1653;2024;Pregão Eletrônico (Lei Federal 14.133/2021);527;2025;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1656;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2333;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
1656;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2336;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
1656;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2340;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
1656;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2341;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
1656;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2343;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
1656;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2344;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
1657;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9140;2024;PRESP - Paraná Esporte (Antigo IPCE)
1657;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9144;2024;PRESP - Paraná Esporte (Antigo IPCE)
1657;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9147;2024;PRESP - Paraná Esporte (Antigo IPCE)
1657;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9148;2024;PRESP - Paraná Esporte (Antigo IPCE)
1657;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9150;2024;PRESP - Paraná Esporte (Antigo IPCE)
1657;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9152;2024;PRESP - Paraná Esporte (Antigo IPCE)
1657;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9161;2024;PRESP - Paraná Esporte (Antigo IPCE)
1657;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9162;2024;PRESP - Paraná Esporte (Antigo IPCE)
1657;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9163;2024;PRESP - Paraná Esporte (Antigo IPCE)
1657;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9164;2024;PRESP - Paraná Esporte (Antigo IPCE)
1658;2024;Pregão Eletrônico (Lei Federal 14.133/2021);241;2025;JUCEPAR - Junta Comercial do Paraná
1658;2024;Pregão Eletrônico (Lei Federal 14.133/2021);242;2025;JUCEPAR - Junta Comercial do Paraná
1659;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7810;2024;UENP - Universidade Estadual do Norte do Paraná
1662;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1418;2025;PGE - Procuradoria Geral do Estado
1665;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3309;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
1667;2024;Pregão Eletrônico (Lei Federal 14.133/2021);798;2025;UEL - Universidade Estadual de Londrina
1667;2024;Pregão Eletrônico (Lei Federal 14.133/2021);799;2025;UEL - Universidade Estadual de Londrina
1667;2024;Pregão Eletrônico (Lei Federal 14.133/2021);800;2025;UEL - Universidade Estadual de Londrina
1667;2024;Pregão Eletrônico (Lei Federal 14.133/2021);801;2025;UEL - Universidade Estadual de Londrina
1667;2024;Pregão Eletrônico (Lei Federal 14.133/2021);802;2025;UEL - Universidade Estadual de Londrina
1668;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9471;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
1670;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7829;2024;UENP - Universidade Estadual do Norte do Paraná
1673;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3884;2025;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1673;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3885;2025;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1673;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3887;2025;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1674;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8444;2024;UEL - Universidade Estadual de Londrina
1674;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8445;2024;UEL - Universidade Estadual de Londrina
1674;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8446;2024;UEL - Universidade Estadual de Londrina
1674;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8447;2024;UEL - Universidade Estadual de Londrina
1674;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8448;2024;UEL - Universidade Estadual de Londrina
1675;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1004;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1675;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1005;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1675;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1006;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1675;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1007;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1675;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1008;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1675;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1009;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1675;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1010;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1678;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8083;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1680;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8478;2024;UEL - Universidade Estadual de Londrina
1681;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8442;2024;UEL - Universidade Estadual de Londrina
1681;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8443;2024;UEL - Universidade Estadual de Londrina
1683;2024;Pregão Eletrônico (Lei Federal 14.133/2021);531;2025;UEM - Universidade Estadual de Maringá
1685;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8755;2024;UEL - Universidade Estadual de Londrina
1685;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8758;2024;UEL - Universidade Estadual de Londrina
1685;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8759;2024;UEL - Universidade Estadual de Londrina
1685;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8760;2024;UEL - Universidade Estadual de Londrina
1686;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8836;2024;UNESPAR - Universidade Estadual do Paraná
1687;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1494;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
1688;2024;Pregão Eletrônico (Lei Federal 14.133/2021);439;2025;UEL - Universidade Estadual de Londrina
1688;2024;Pregão Eletrônico (Lei Federal 14.133/2021);440;2025;UEL - Universidade Estadual de Londrina
1688;2024;Pregão Eletrônico (Lei Federal 14.133/2021);441;2025;UEL - Universidade Estadual de Londrina
1688;2024;Pregão Eletrônico (Lei Federal 14.133/2021);442;2025;UEL - Universidade Estadual de Londrina
1688;2024;Pregão Eletrônico (Lei Federal 14.133/2021);443;2025;UEL - Universidade Estadual de Londrina
1688;2024;Pregão Eletrônico (Lei Federal 14.133/2021);444;2025;UEL - Universidade Estadual de Londrina
1688;2024;Pregão Eletrônico (Lei Federal 14.133/2021);445;2025;UEL - Universidade Estadual de Londrina
1688;2024;Pregão Eletrônico (Lei Federal 14.133/2021);446;2025;UEL - Universidade Estadual de Londrina
1689;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8628;2024;UNESPAR - Universidade Estadual do Paraná
1691;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9542;2024;IAT - Instituto Água e Terra (Antigo IAP)
1692;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8974;2024;UEL - Universidade Estadual de Londrina
1692;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8976;2024;UEL - Universidade Estadual de Londrina
1692;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8977;2024;UEL - Universidade Estadual de Londrina
1692;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8978;2024;UEL - Universidade Estadual de Londrina
1692;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8980;2024;UEL - Universidade Estadual de Londrina
1692;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8981;2024;UEL - Universidade Estadual de Londrina
1692;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8984;2024;UEL - Universidade Estadual de Londrina
1693;2024;Pregão Eletrônico (Lei Federal 14.133/2021);689;2025;UEL - Universidade Estadual de Londrina
1693;2024;Pregão Eletrônico (Lei Federal 14.133/2021);690;2025;UEL - Universidade Estadual de Londrina
1693;2024;Pregão Eletrônico (Lei Federal 14.133/2021);691;2025;UEL - Universidade Estadual de Londrina
1693;2024;Pregão Eletrônico (Lei Federal 14.133/2021);692;2025;UEL - Universidade Estadual de Londrina
1695;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8634;2024;UNIOESTE FOZ - Universidade Estadual do Oeste do Paraná - Campus Foz do Iguaçu
1696;2024;Pregão Eletrônico (Lei Federal 14.133/2021);791;2025;UEL - Universidade Estadual de Londrina
1696;2024;Pregão Eletrônico (Lei Federal 14.133/2021);792;2025;UEL - Universidade Estadual de Londrina
1696;2024;Pregão Eletrônico (Lei Federal 14.133/2021);793;2025;UEL - Universidade Estadual de Londrina
1696;2024;Pregão Eletrônico (Lei Federal 14.133/2021);794;2025;UEL - Universidade Estadual de Londrina
1696;2024;Pregão Eletrônico (Lei Federal 14.133/2021);795;2025;UEL - Universidade Estadual de Londrina
1696;2024;Pregão Eletrônico (Lei Federal 14.133/2021);797;2025;UEL - Universidade Estadual de Londrina
1699;2024;Pregão Eletrônico (Lei Federal 14.133/2021);485;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1699;2024;Pregão Eletrônico (Lei Federal 14.133/2021);497;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1699;2024;Pregão Eletrônico (Lei Federal 14.133/2021);498;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1699;2024;Pregão Eletrônico (Lei Federal 14.133/2021);499;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1699;2024;Pregão Eletrônico (Lei Federal 14.133/2021);500;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1699;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1441;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1700;2024;Pregão Eletrônico (Lei Federal 14.133/2021);135;2025;UEM - Universidade Estadual de Maringá
1700;2024;Pregão Eletrônico (Lei Federal 14.133/2021);136;2025;UEM - Universidade Estadual de Maringá
1703;2024;Pregão Eletrônico (Lei Federal 14.133/2021);848;2025;UEL - Universidade Estadual de Londrina
1703;2024;Pregão Eletrônico (Lei Federal 14.133/2021);849;2025;UEL - Universidade Estadual de Londrina
1704;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9433;2024;UNESPAR - Universidade Estadual do Paraná
1710;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9581;2024;UENP - Universidade Estadual do Norte do Paraná
1710;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9582;2024;UENP - Universidade Estadual do Norte do Paraná
1710;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9584;2024;UENP - Universidade Estadual do Norte do Paraná
1713;2024;Pregão Eletrônico (Lei Federal 14.133/2021);195;2025;UEM - Universidade Estadual de Maringá
1715;2024;Pregão Eletrônico (Lei Federal 14.133/2021);693;2025;UEL - Universidade Estadual de Londrina
1715;2024;Pregão Eletrônico (Lei Federal 14.133/2021);694;2025;UEL - Universidade Estadual de Londrina
1715;2024;Pregão Eletrônico (Lei Federal 14.133/2021);695;2025;UEL - Universidade Estadual de Londrina
1715;2024;Pregão Eletrônico (Lei Federal 14.133/2021);696;2025;UEL - Universidade Estadual de Londrina
1715;2024;Pregão Eletrônico (Lei Federal 14.133/2021);697;2025;UEL - Universidade Estadual de Londrina
1716;2024;Pregão Eletrônico (Lei Federal 14.133/2021);388;2025;UEL - Universidade Estadual de Londrina
1716;2024;Pregão Eletrônico (Lei Federal 14.133/2021);389;2025;UEL - Universidade Estadual de Londrina
1716;2024;Pregão Eletrônico (Lei Federal 14.133/2021);390;2025;UEL - Universidade Estadual de Londrina
1716;2024;Pregão Eletrônico (Lei Federal 14.133/2021);391;2025;UEL - Universidade Estadual de Londrina
1717;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4875;2025;UEL - Universidade Estadual de Londrina
1717;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5063;2025;UEL - Universidade Estadual de Londrina
1718;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9208;2024;UEL - Universidade Estadual de Londrina
1718;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9209;2024;UEL - Universidade Estadual de Londrina
1721;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8964;2024;TCEPR - Tribunal do Contas do Estado do Paraná
1723;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2078;2025;UNESPAR - Universidade Estadual do Paraná
1723;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2086;2025;UNESPAR - Universidade Estadual do Paraná
1723;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2087;2025;UNESPAR - Universidade Estadual do Paraná
1723;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2092;2025;UNESPAR - Universidade Estadual do Paraná
1723;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2098;2025;UNESPAR - Universidade Estadual do Paraná
1723;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3571;2025;UNESPAR - Universidade Estadual do Paraná
1724;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7992;2024;UEM - Universidade Estadual de Maringá
1726;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9284;2024;UNESPAR - Universidade Estadual do Paraná
1726;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9289;2024;UNESPAR - Universidade Estadual do Paraná
1726;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9300;2024;UNESPAR - Universidade Estadual do Paraná
1726;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9322;2024;UNESPAR - Universidade Estadual do Paraná
1727;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8587;2024;DER - Departamento de Estradas de Rodagem do Estado do Paraná
1727;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8588;2024;DER - Departamento de Estradas de Rodagem do Estado do Paraná
1730;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1193;2025;UEL - Universidade Estadual de Londrina
1730;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1194;2025;UEL - Universidade Estadual de Londrina
1730;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1195;2025;UEL - Universidade Estadual de Londrina
1730;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1196;2025;UEL - Universidade Estadual de Londrina
1730;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1197;2025;UEL - Universidade Estadual de Londrina
1730;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1198;2025;UEL - Universidade Estadual de Londrina
1730;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1199;2025;UEL - Universidade Estadual de Londrina
1730;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1200;2025;UEL - Universidade Estadual de Londrina
1730;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1238;2025;UEL - Universidade Estadual de Londrina
1731;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9189;2024;UNESPAR - Universidade Estadual do Paraná
1732;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8407;2024;UEL - Universidade Estadual de Londrina
1734;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2904;2025;PMPR-BPChq - Batalhão de Polícia de Choque - SESP
1736;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2762;2025;JUCEPAR - Junta Comercial do Paraná
1737;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2831;2025;UEL - Universidade Estadual de Londrina
1737;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2835;2025;UEL - Universidade Estadual de Londrina
1737;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2836;2025;UEL - Universidade Estadual de Londrina
1737;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2837;2025;UEL - Universidade Estadual de Londrina
1737;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2840;2025;UEL - Universidade Estadual de Londrina
1737;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2841;2025;UEL - Universidade Estadual de Londrina
1737;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2843;2025;UEL - Universidade Estadual de Londrina
1737;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2845;2025;UEL - Universidade Estadual de Londrina
1737;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2846;2025;UEL - Universidade Estadual de Londrina
1737;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2847;2025;UEL - Universidade Estadual de Londrina
1737;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2848;2025;UEL - Universidade Estadual de Londrina
1737;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2849;2025;UEL - Universidade Estadual de Londrina
1738;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2931;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
1739;2024;Pregão Eletrônico (Lei Federal 14.133/2021);212;2025;UEM - Universidade Estadual de Maringá
1739;2024;Pregão Eletrônico (Lei Federal 14.133/2021);213;2025;UEM - Universidade Estadual de Maringá
1740;2024;Pregão Eletrônico (Lei Federal 14.133/2021);559;2025;UEM - Universidade Estadual de Maringá
1741;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8729;2024;UEM - Universidade Estadual de Maringá
1742;2024;Pregão Eletrônico (Lei Federal 14.133/2021);108;2025;UEM - Universidade Estadual de Maringá
1746;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9571;2024;UEPG - Universidade Estadual de Ponta Grossa
1748;2024;Pregão Eletrônico (Lei Federal 14.133/2021);923;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1748;2024;Pregão Eletrônico (Lei Federal 14.133/2021);924;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1748;2024;Pregão Eletrônico (Lei Federal 14.133/2021);925;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
