numprocesso;ano;modalidade;numcontrato;anocontrato;orgao
1748;2024;Pregão Eletrônico (Lei Federal 14.133/2021);926;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1748;2024;Pregão Eletrônico (Lei Federal 14.133/2021);927;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1748;2024;Pregão Eletrônico (Lei Federal 14.133/2021);928;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1748;2024;Pregão Eletrônico (Lei Federal 14.133/2021);929;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1750;2024;Pregão Eletrônico (Lei Federal 14.133/2021);316;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1750;2024;Pregão Eletrônico (Lei Federal 14.133/2021);317;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1750;2024;Pregão Eletrônico (Lei Federal 14.133/2021);318;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1750;2024;Pregão Eletrônico (Lei Federal 14.133/2021);319;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1750;2024;Pregão Eletrônico (Lei Federal 14.133/2021);321;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1750;2024;Pregão Eletrônico (Lei Federal 14.133/2021);322;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1750;2024;Pregão Eletrônico (Lei Federal 14.133/2021);323;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1753;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1400;2025;UEL - Universidade Estadual de Londrina
1753;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1401;2025;UEL - Universidade Estadual de Londrina
1754;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4071;2025;PCP-SESP - Polícia Científica do Paraná - SESP (Antigo IC-SESP)
1757;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9004;2024;PRPREV - Serviço Social Autônomo PARANAPREVIDENCIA
1761;2024;Pregão Eletrônico (Lei Federal 14.133/2021);154;2025;UEM - Universidade Estadual de Maringá
1762;2024;Pregão Eletrônico (Lei Federal 14.133/2021);67;2025;UEM - Universidade Estadual de Maringá
1765;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1959;2025;IAT - Instituto Água e Terra (Antigo IAP)
1769;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8667;2024;UNIOESTE CASC - Universidade Estadual do Oeste do Paraná - Campus Cascavel
1773;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2370;2025;SEDEF - Secretaria de Estado do Desenvolvimento Social e Família
1774;2024;Pregão Eletrônico (Lei Federal 14.133/2021);7884;2024;JUCEPAR - Junta Comercial do Paraná
1775;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5100;2025;UEL - Universidade Estadual de Londrina
1775;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5101;2025;UEL - Universidade Estadual de Londrina
1775;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5102;2025;UEL - Universidade Estadual de Londrina
1775;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5103;2025;UEL - Universidade Estadual de Londrina
1775;2024;Pregão Eletrônico (Lei Federal 14.133/2021);5104;2025;UEL - Universidade Estadual de Londrina
1776;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9466;2024;UEM - Universidade Estadual de Maringá
1777;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9173;2024;UEL - Universidade Estadual de Londrina
1778;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9228;2024;PMPR-CGPM - Comando Geral da Polícia Militar - SESP
1779;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9082;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1780;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1079;2025;IPARDES - Instituto Paranaense de Desenvolvimento Econômico e Social
1780;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1251;2025;PGE - Procuradoria Geral do Estado
1780;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1304;2025;SEEC - Secretaria de Estado da Cultura (Antigo SECC)
1780;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1328;2025;SEMIPI - Secretaria de Estado da Mulher, Igualdade Racial e Pessoa Idosa
1780;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1436;2025;CGE - Controladoria Geral do Estado
1780;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1452;2025;CASA MILITAR - Casa Militar do Estado do Paraná
1780;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1470;2025;CEP - Colégio Estadual do Paraná
1780;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1542;2025;SEDEST - Secretaria de Estado do Desenvolvimento Sustentável (Antigo SEMA)
1780;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1579;2025;UEPG - Universidade Estadual de Ponta Grossa
1780;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1640;2025;JUCEPAR - Junta Comercial do Paraná
1780;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1652;2025;SEFA - Secretaria de Estado da Fazenda
1780;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1759;2025;SEIL - Secretaria de Estado da Infraestrutura e Logística
1780;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1792;2025;SEDEF - Secretaria de Estado do Desenvolvimento Social e Família
1780;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1839;2025;AMEP - Agência de Assuntos Metropolitanos do Paraná (Antigo COMEC)
1780;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2047;2025;AGEPAR - Agência Reguladora de Serviços Públicos Delegados do Paraná
1780;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2089;2025;ADAPAR - Agência de Defesa Agropecuária do Paraná
1780;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2309;2025;CASA CIVIL - Casa Civil do Estado do Paraná
1780;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2312;2025;SEAB - Secretaria de Estado da Agricultura e do Abastecimento
1780;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2508;2025;UNIOESTE TOLEDO - Universidade Estadual do Oeste do Paraná - Campus Toledo
1780;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2534;2025;UNIOESTE CASC - Universidade Estadual do Oeste do Paraná - Campus Cascavel
1780;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2617;2025;UNESPAR - Universidade Estadual do Paraná
1780;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2708;2025;UNIOESTE FOZ - Universidade Estadual do Oeste do Paraná - Campus Foz do Iguaçu
1780;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2809;2025;SEED - Secretaria de Estado da Educação
1780;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2855;2025;DER - Departamento de Estradas de Rodagem do Estado do Paraná
1780;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2860;2025;SEAB - Secretaria de Estado da Agricultura e do Abastecimento
1780;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2984;2025;DPPR - Defensoria Pública do Estado do Paraná
1780;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3226;2025;IAT - Instituto Água e Terra (Antigo IAP)
1780;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3234;2025;SESP - Secretaria de Estado da Segurança Pública
1780;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3312;2025;CEDEC - Coordenadoria Estadual de Defesa Civil
1780;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3867;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
1780;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3897;2025;DETRAN - Departamento de Trânsito do Estado do Paraná
1780;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3908;2025;SEIC - Secretaria de Estado da Indústria, Comércio e Serviços
1780;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4082;2025;UNIOESTE REITOR - Universidade Estadual do Oeste do Paraná - Reitoria
1780;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4364;2025;IDR - Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER
1780;2024;Pregão Eletrônico (Lei Federal 14.133/2021);4596;2025;SETU - Secretaria de Estado do Turismo
1781;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9121;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1781;2024;Pregão Eletrônico (Lei Federal 14.133/2021);94;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1781;2024;Pregão Eletrônico (Lei Federal 14.133/2021);111;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1781;2024;Pregão Eletrônico (Lei Federal 14.133/2021);125;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1782;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1411;2025;IAT - Instituto Água e Terra (Antigo IAP)
1782;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1412;2025;IAT - Instituto Água e Terra (Antigo IAP)
1782;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1413;2025;IAT - Instituto Água e Terra (Antigo IAP)
1782;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1415;2025;IAT - Instituto Água e Terra (Antigo IAP)
1782;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1433;2025;IAT - Instituto Água e Terra (Antigo IAP)
1782;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1440;2025;IAT - Instituto Água e Terra (Antigo IAP)
1782;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1874;2025;IAT - Instituto Água e Terra (Antigo IAP)
1788;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9399;2024;CCTG - Centro Cultural Teatro Guaira
1788;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9400;2024;CCTG - Centro Cultural Teatro Guaira
1791;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3324;2025;PCP-SESP - Polícia Científica do Paraná - SESP (Antigo IC-SESP)
1791;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3325;2025;PCP-SESP - Polícia Científica do Paraná - SESP (Antigo IC-SESP)
1792;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8857;2024;UNESPAR - Universidade Estadual do Paraná
1792;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8861;2024;UNESPAR - Universidade Estadual do Paraná
1792;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8862;2024;UNESPAR - Universidade Estadual do Paraná
1792;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8863;2024;UNESPAR - Universidade Estadual do Paraná
1792;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8864;2024;UNESPAR - Universidade Estadual do Paraná
1792;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8865;2024;UNESPAR - Universidade Estadual do Paraná
1793;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1695;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1793;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1701;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1793;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1703;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1793;2024;Pregão Eletrônico (Lei Federal 14.133/2021);2537;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1795;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9124;2024;UEM - Universidade Estadual de Maringá
1795;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9125;2024;UEM - Universidade Estadual de Maringá
1795;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9127;2024;UEM - Universidade Estadual de Maringá
1799;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8568;2024;UEPG - Universidade Estadual de Ponta Grossa
1801;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9460;2024;UEL - Universidade Estadual de Londrina
1802;2024;Pregão Eletrônico (Lei Federal 14.133/2021);784;2025;UEL - Universidade Estadual de Londrina
1802;2024;Pregão Eletrônico (Lei Federal 14.133/2021);785;2025;UEL - Universidade Estadual de Londrina
1802;2024;Pregão Eletrônico (Lei Federal 14.133/2021);786;2025;UEL - Universidade Estadual de Londrina
1802;2024;Pregão Eletrônico (Lei Federal 14.133/2021);787;2025;UEL - Universidade Estadual de Londrina
1802;2024;Pregão Eletrônico (Lei Federal 14.133/2021);788;2025;UEL - Universidade Estadual de Londrina
1802;2024;Pregão Eletrônico (Lei Federal 14.133/2021);789;2025;UEL - Universidade Estadual de Londrina
1802;2024;Pregão Eletrônico (Lei Federal 14.133/2021);790;2025;UEL - Universidade Estadual de Londrina
1804;2024;Pregão Eletrônico (Lei Federal 14.133/2021);3715;2025;IDR - Instituto de Desenvolvimento Rural do Paraná - IAPAR-EMATER
1807;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1299;2025;UEM - Universidade Estadual de Maringá
1808;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1423;2025;UEM - Universidade Estadual de Maringá
1808;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1424;2025;UEM - Universidade Estadual de Maringá
1812;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1051;2025;UEL - Universidade Estadual de Londrina
1812;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1052;2025;UEL - Universidade Estadual de Londrina
1812;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1054;2025;UEL - Universidade Estadual de Londrina
1812;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1055;2025;UEL - Universidade Estadual de Londrina
1812;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1056;2025;UEL - Universidade Estadual de Londrina
1812;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1057;2025;UEL - Universidade Estadual de Londrina
1812;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1058;2025;UEL - Universidade Estadual de Londrina
1812;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1059;2025;UEL - Universidade Estadual de Londrina
1812;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1060;2025;UEL - Universidade Estadual de Londrina
1812;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1061;2025;UEL - Universidade Estadual de Londrina
1812;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1062;2025;UEL - Universidade Estadual de Londrina
1812;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1063;2025;UEL - Universidade Estadual de Londrina
1812;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1064;2025;UEL - Universidade Estadual de Londrina
1812;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1065;2025;UEL - Universidade Estadual de Londrina
1812;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1066;2025;UEL - Universidade Estadual de Londrina
1812;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1067;2025;UEL - Universidade Estadual de Londrina
1812;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1068;2025;UEL - Universidade Estadual de Londrina
1812;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1069;2025;UEL - Universidade Estadual de Londrina
1812;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1070;2025;UEL - Universidade Estadual de Londrina
1812;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1071;2025;UEL - Universidade Estadual de Londrina
1812;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1072;2025;UEL - Universidade Estadual de Londrina
1817;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8971;2024;UEL - Universidade Estadual de Londrina
1819;2024;Pregão Eletrônico (Lei Federal 14.133/2021);414;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1819;2024;Pregão Eletrônico (Lei Federal 14.133/2021);415;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1819;2024;Pregão Eletrônico (Lei Federal 14.133/2021);907;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1819;2024;Pregão Eletrônico (Lei Federal 14.133/2021);908;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1819;2024;Pregão Eletrônico (Lei Federal 14.133/2021);909;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1819;2024;Pregão Eletrônico (Lei Federal 14.133/2021);911;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1819;2024;Pregão Eletrônico (Lei Federal 14.133/2021);915;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1819;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1728;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1819;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1729;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1820;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1362;2025;UEL - Universidade Estadual de Londrina
1820;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1363;2025;UEL - Universidade Estadual de Londrina
1820;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1365;2025;UEL - Universidade Estadual de Londrina
1821;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8315;2024;UEM - Universidade Estadual de Maringá
1822;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9485;2024;UEM - Universidade Estadual de Maringá
1822;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9533;2024;UEM - Universidade Estadual de Maringá
1822;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9568;2024;UEM - Universidade Estadual de Maringá
1822;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9570;2024;UEM - Universidade Estadual de Maringá
1822;2024;Pregão Eletrônico (Lei Federal 14.133/2021);71;2025;UEM - Universidade Estadual de Maringá
1822;2024;Pregão Eletrônico (Lei Federal 14.133/2021);72;2025;UEM - Universidade Estadual de Maringá
1822;2024;Pregão Eletrônico (Lei Federal 14.133/2021);73;2025;UEM - Universidade Estadual de Maringá
1822;2024;Pregão Eletrônico (Lei Federal 14.133/2021);74;2025;UEM - Universidade Estadual de Maringá
1822;2024;Pregão Eletrônico (Lei Federal 14.133/2021);75;2025;UEM - Universidade Estadual de Maringá
1823;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8589;2024;UNIOESTE FOZ - Universidade Estadual do Oeste do Paraná - Campus Foz do Iguaçu
1824;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1641;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1824;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1642;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1824;2024;Pregão Eletrônico (Lei Federal 14.133/2021);1643;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1830;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8757;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
1833;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8368;2024;UEM - Universidade Estadual de Maringá
1837;2024;Pregão Eletrônico (Lei Federal 14.133/2021);9030;2024;UNESPAR - Universidade Estadual do Paraná
1838;2024;Pregão Eletrônico (Lei Federal 14.133/2021);349;2025;ALEP - Assembleia Legislativa do Estado do Paraná
1839;2024;Pregão Eletrônico (Lei Federal 14.133/2021);542;2025;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1839;2024;Pregão Eletrônico (Lei Federal 14.133/2021);547;2025;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1839;2024;Pregão Eletrônico (Lei Federal 14.133/2021);548;2025;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1839;2024;Pregão Eletrônico (Lei Federal 14.133/2021);549;2025;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
1840;2024;Pregão Eletrônico (Lei Federal 14.133/2021);8283;2024;UEM - Universidade Estadual de Maringá
