numprocesso;ano;modalidade;situacao;objeto;orgao;criteriojulgamento;valor_estimado;valor_ou_desconto_homologado;dataabertura;datahomologacao;arquivo;objeto_normalizado;proporcao_homologado_estimado;flag_sobrepreco;lead_time_dias;ano_abertura;volume_licitacoes_orgao_ano;orgao_norm;municipio_extraido;populacao;idhm;categoria_objeto;score_anomalia;score_if;score_lof;classificacao;flag_anomalia;porte_municipio;driver_principal;tipo_anomalia;z_score_driver
363;2021;Pregão Eletrônico;Homologado;"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE
EMISSÃO DE LAUDOS DE TOMOGRAFIA COMPUTADORIZADA COM COMODATO DE
EQUIPAMENTOS E APARELHOS, INCLUINDO FORNECIMENTO DE INSUMOS E MANUTENÇÃO
PREVENTIVA E CORRETIVA,";FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Menor Preço;82762104.0;82762104.0;2021-05-03;2021-05-24;TB_LICITACOES-2021.csv;contratação de empresa especializada para prestação de serviços de emissão de laudos de tomografia computadorizada com comodato de equipamentos e aparelhos, incluindo fornecimento de insumos e manutenção preventiva e corretiva,;1.0;False;21.0;2021;282;funeas-fundacao estatal de atencao em saude do estado do parana;;;;tecnologia;0.10493746959952059;0.1728128485473214;0.0031244011778193926;Regular;False;;;;
528;2023;Pregão Eletrônico;Homologado;Registro de Preços para futura e eventual aquisição de ervilha em conserva, milho verde em conserva e seleta de legumes -batata, cenoura e ervilha-, destinados ao Programa de Alimentação Escolar, Colégios Estaduais Agrícolas e Florestal e demais estabelecimentos de ensino vinculados à Secretaria de Estado da Educação do Paraná.;FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional;Menor Preço;1371830000.0;1165450000.0;2023-04-10;2023-05-18;TB_LICITACOES-2023.csv;registro de preços para futura e eventual aquisição de ervilha em conserva, milho verde em conserva e seleta de legumes -batata, cenoura e ervilha-, destinados ao programa de alimentação escolar, colégios estaduais agrícolas e florestal e demais estabelecimentos de ensino vinculados à secretaria de estado da educação do paraná.;0.8495586187792948;False;38.0;2023;219;fundepar-instituto paranaense de desenvolvimento educacional;;;;educacao;0.10492891666358745;0.15453588235123364;0.030518468132118157;Regular;False;;;;
52;2021;Pregão Eletrônico;Homologado;Prestação de serviço de assistência à saúde aos servidores públicos civis efetivos e militares, ativos, aposentados, seus dependentes, bem como os pensionistas do Estado do Paraná, e os devidamente inscritos como beneficiários nos Termos de Cooperação Técnico-Financeira celebrados entre a Secretaria de Estado da Administração e da Previdência  SEAP e outros órgãos públicos dos demais poderes, residentes nos municípios da Macrorregião de FOZ DO IGUAÇU, pelo período de 12 (doze) meses;DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM);Menor Preço;547391232.0;546946560.0;2021-03-15;2021-03-30;TB_LICITACOES-2021.csv;prestação de serviço de assistência à saúde aos servidores públicos civis efetivos e militares, ativos, aposentados, seus dependentes, bem como os pensionistas do estado do paraná, e os devidamente inscritos como beneficiários nos termos de cooperação técnico-financeira celebrados entre a secretaria de estado da administração e da previdência  seap e outros órgãos públicos dos demais poderes, residentes nos municípios da macrorregião de foz do iguaçu, pelo período de 12 (doze) meses;0.9991876523151909;False;15.0;2021;245;decon-departamento de logistica para contratacoes publicas (antigo deam);;;;saude;0.10492651072864916;0.17190604532685255;0.004457208831344053;Regular;False;;;;
860;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;BEBIDAS - AQUISIÇÃO PARA ATENDER AS DEMANDAS DO CERIMONIAL E RELAÇÕES INTERNACIONAIS - CRI/CM.;CASA MILITAR-Casa Militar do Estado do Paraná;Menor Preço;6449900.0;4836145.0;2025-07-08;2025-07-14;TB_LICITACOES-2025.csv;bebidas - aquisição para atender as demandas do cerimonial e relações internacionais - cri/cm.;0.7498015473108111;False;6.0;2025;19;casa militar-casa militar do estado do parana;;;;outros;0.10492505663342623;0.17155053871973197;0.00498683350396763;Regular;False;;;;
413;2020;Pregão Eletrônico;Homologado; CONTRATAÇÃO DE PRESTAÇÃO DE SERVIÇOSDE MANUTENÇÃO PREVENTIVA E CORRETIVA, COM FORNECIMENTO DE INSUMOS, MATERIAIS E PEÇAS EM GRUPO GERADOR,;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Menor Preço;4830000.0;4150200.0;2020-05-29;2020-07-03;TB_LICITACOES-2020.csv;contratação de prestação de serviçosde manutenção preventiva e corretiva, com fornecimento de insumos, materiais e peças em grupo gerador,;0.8592546583850932;False;35.0;2020;161;funeas-fundacao estatal de atencao em saude do estado do parana;;;;servicos;0.10492212020989998;0.1725913952681757;0.0034182076224863953;Regular;False;;;;
1251;2023;Pregão Eletrônico;Homologado;Registro de Preços para contratação de estações de trabalho e acessórios para uso dos times de desenvolvedores e de suporte, uso em escritório e postos de trabalho de engenharia, com serviços de garantia, conforme requisitos e especificações descritos no termo de referência.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Menor Preço;1078280000.0;826349750.0;2024-03-08;2024-06-14;TB_LICITACOES-2023.csv;registro de preços para contratação de estações de trabalho e acessórios para uso dos times de desenvolvedores e de suporte, uso em escritório e postos de trabalho de engenharia, com serviços de garantia, conforme requisitos e especificações descritos no termo de referência.;0.7663591553214378;False;98.0;2024;54;celepar-companhia de tecnologia da informacao e comunicacao do parana;;;;outros;0.10492004196930654;0.16846178645123489;0.00960742524641404;Regular;False;;;;
44;2023;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;Contratação de serviços contínuos de assessoria esportiva especializada e operacional, sem dedicação de exclusiva de mão de obra, para os Jogos Oficiais do Estado do Paraná, na forma especificada neste Termo de Referência.;PRESP-Paraná Esporte (Antigo IPCE);Menor Preço;460318670.0;;2023-06-06;2023-06-16;TB_LICITACOES-2023.csv;contratação de serviços contínuos de assessoria esportiva especializada e operacional, sem dedicação de exclusiva de mão de obra, para os jogos oficiais do estado do paraná, na forma especificada neste termo de referência.;;False;10.0;2023;15;presp-parana esporte (antigo ipce);;;;obras;0.10489475658615408;0.1712431440410347;0.0053721754038331924;Regular;False;;;;
588;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;AQUISIÇÃO DE MEDICAMENTOS;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Menor Preço;234539890.0;;2024-06-17;2024-06-21;TB_LICITACOES-2024.csv;aquisição de medicamentos;;False;4.0;2024;173;funeas-fundacao estatal de atencao em saude do estado do parana;;;;saude;0.10489445920371598;0.1663007093471668;0.01278508398853977;Regular;False;;;;
266;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Fase Certame;Registro de Preços, pelo período de 1 um ano, podendo ser prorrogado por igual período, desde que comprovado o preço vantajoso, para futura e eventual aquisição de instrumentais cirúrgicos VII;SESA-Secretaria de Estado da Saúde;Menor Preço;46809892.0;;2025-06-17;;TB_LICITACOES-2025.csv;registro de preços, pelo período de 1 um ano, podendo ser prorrogado por igual período, desde que comprovado o preço vantajoso, para futura e eventual aquisição de instrumentais cirúrgicos vii;;False;;2025;258;sesa-secretaria de estado da saude;;;;saude;0.10488320669705681;0.1678236374367073;0.010472560587581045;Regular;False;;;;
838;2020;Pregão Eletrônico;Homologado;PRODUTOS - COMPLEMENTO ALIMENTAR PARA FENILCETONÚRICOS;DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM);Menor Preço;619427430.0;348012000.0;2021-02-03;2021-02-16;TB_LICITACOES-2020.csv;produtos - complemento alimentar para fenilcetonúricos;0.5618285260631741;False;13.0;2021;245;decon-departamento de logistica para contratacoes publicas (antigo deam);;;;outros;0.10487009812858335;0.16968167944380882;0.007652726155745133;Regular;False;;;;
209;2023;Pregão Eletrônico;Homologado;Registro de Preços, por um período de 12 meses, para futura e eventual aquisição de MEDICAMENTOS.;SESA-Secretaria de Estado da Saúde;Menor Preço;72064300.0;17354286.0;2023-03-07;2023-03-24;TB_LICITACOES-2023.csv;registro de preços, por um período de 12 meses, para futura e eventual aquisição de medicamentos.;0.24081668731951883;False;17.0;2023;131;sesa-secretaria de estado da saude;;;;saude;0.10482065333524201;0.17036399380444353;0.006505642631439745;Regular;False;;;;
1115;2020;Pregão Eletrônico;Homologado;Reparos no Colégio Estadual Padre Montóia, sito à Avenida Siqueira Campos, 413, Centro, telefone (44) 3311-1004, no Município de Jardim Olinda, Estado do Paraná.;FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional;Menor Preço;4282906.0;3830000.0;2020-10-29;2020-11-23;TB_LICITACOES-2020.csv;reparos no colégio estadual padre montóia, sito à avenida siqueira campos, 413, centro, telefone (44) 3311-1004, no município de jardim olinda, estado do paraná.;0.8942526406136394;False;25.0;2020;204;fundepar-instituto paranaense de desenvolvimento educacional;;;;educacao;0.10481656011716131;0.17009553092981436;0.006898103898181715;Regular;False;;;;
277;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Suspenso;Aquisição de equipamentos de informática e eletrônicos para atender a demanda do Complexo Hospitalar da Universidade Estadual de Ponta Grossa;UEPG-HURCG-Hospital Universitário Regional dos Campos Gerais;Menor Preço;20628794.0;;2025-03-31;;TB_LICITACOES-2025.csv;aquisição de equipamentos de informática e eletrônicos para atender a demanda do complexo hospitalar da universidade estadual de ponta grossa;;False;;2025;122;uepg-hurcg-hospital universitario regional dos campos gerais;;;;saude;0.10480633976974187;0.16246752344414217;0.01831456425814144;Regular;False;;;;
1519;2021;Pregão Eletrônico;Homologado;Registro de Preços, por um período de 12 meses, para futura e eventual aquisição de ARMÁRIOS E ROUPEIRO EM AÇO;DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM);Menor Preço;5915021427.0;4542715333.0;2022-02-22;2022-03-28;TB_LICITACOES-2021.csv;registro de preços, por um período de 12 meses, para futura e eventual aquisição de armários e roupeiro em aço;0.7679964289333081;False;34.0;2022;138;decon-departamento de logistica para contratacoes publicas (antigo deam);;;;mobiliario;0.10480155105789404;0.16628438772926218;0.012577296050841836;Regular;False;;;;
611;2023;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;Aquisição de Placas Eletrônicas das cadeiras odontológicas Modelo Croma T5 Dabi Atlante com motor Boch.;UENP-Universidade Estadual do Norte do Paraná;Menor Preço;1709456.0;;2023-11-07;2023-11-25;TB_LICITACOES-2023.csv;aquisição de placas eletrônicas das cadeiras odontológicas modelo croma t5 dabi atlante com motor boch.;;False;18.0;2023;47;uenp-universidade estadual do norte do parana;;;;veiculos;0.10479892691030544;0.16655035572279545;0.012171783691570452;Regular;False;;;;
1337;2022;Pregão Eletrônico;Homologado;Aquisição de peças de locomotivas;FERROESTE-Estrada de Ferro Paraná Oeste S.A.;Menor Preço;5514000.0;5200000.0;2022-08-18;2022-08-30;TB_LICITACOES-2022.csv;aquisição de peças de locomotivas;0.9430540442509975;False;12.0;2022;8;ferroeste-estrada de ferro parana oeste s.a.;;;;outros;0.10476704094954316;0.17092373346046488;0.005532002183160551;Regular;False;;;;
353;2020;Pregão Eletrônico;Homologado;Aquisição  de Jalecos para  atender  à demanda  do Hospital  da  Polícia  Militar  do  Paraná.;HPM-FUNSAUDE-Hospital da Polícia Militar - SESP - FUNSAUDE (Em Extinção);Menor Preço;4910850.0;3009650.0;2020-06-04;2020-07-21;TB_LICITACOES-2020.csv;aquisição de jalecos para atender à demanda do hospital da polícia militar do paraná.;0.6128572446725109;False;47.0;2020;24;hpm-funsaude-hospital da policia militar - sesp - funsaude (em extincao);;;;saude;0.10476603990221856;0.1717279596699676;0.004323160250595029;Regular;False;;;;
1175;2020;Pregão Eletrônico;Homologado;A presente licitação tem por objeto a aquisição de Material Biológico de consumo, utilizado nos laboratórios de Micologia Vegetal, Bacteriologia Vegetal, Virologia Animal e Bacteriologia Animal do CDME por um período de doze meses, conforme especificações da planilha apresentada no Termo de Referência, para atender às demandas das gerências de saúde animal e sanidade vegetal, bem como para a manutenção dos diagnósticos ofertados no escopo de acreditação ISO 17.025:2017 do Centro de Diagnóstico Marcos Enrietti  CDME, conforme especificações no ANEXO I  Termo de Referência 038/2019  GLAB/DDA do Edital do PE 009/ 2020. ;ADAPAR-Agência de Defesa Agropecuária do Paraná;Menor Preço;13231162.0;9071900.0;2020-11-04;2020-11-27;TB_LICITACOES-2020.csv;a presente licitação tem por objeto a aquisição de material biológico de consumo, utilizado nos laboratórios de micologia vegetal, bacteriologia vegetal, virologia animal e bacteriologia animal do cdme por um período de doze meses, conforme especificações da planilha apresentada no termo de referência, para atender às demandas das gerências de saúde animal e sanidade vegetal, bem como para a manutenção dos diagnósticos ofertados no escopo de acreditação iso 17.025:2017 do centro de diagnóstico marcos enrietti  cdme, conforme especificações no anexo i  termo de referência 038/2019  glab/dda do edital do pe 009/ 2020.;0.6856465063310389;False;23.0;2020;14;adapar-agencia de defesa agropecuaria do parana;;;;saude;0.10476373089387375;0.1726564646026789;0.0029246303306660394;Regular;False;;;;
